pin,household_id,zipcode,blockgroup,lat,lon,zone,liveyearround,liveparttime,everhit,howmanyhits,worry,timesevac,expectedmoreorless,evacuated,whenleft,advisedtogo,samechoice,evacpwithnote,evacpwithoutnote,yearborn,sex,hispanic,race,edu,income,ideology,party,elevation,milestocoast
14292559,92559,06379,2,41.362482,-71.8732739999999,B,1,1,1,8,5,1,4,2,NA,2,3,2,1,1978,2,2,3,5,2,3,6,9.046903610229492,0.2682609961776022
14292591,92591,06460,1,41.2202169999999,-73.0496629999999,B,1,1,1,2,7,1,5,2,NA,2,2,4,2,1971,2,2,3,8,6,2,2,9.33781909942627,0.20123437236063563
14292718,92718,06902,2,41.059564,-73.543743,B,1,1,2,2,5,0,3,NA,NA,2,1,5,4,1985,2,2,3,8,4,3,5,23.302793309841157,0.3554555811082452
14293296,93296,06604,3,41.177705,-73.219029,B,1,1,1,2,5,0,4,2,NA,2,1,5,2,1953,1,2,3,8,5,1,2,8.685123443603516,0.505209040040374
14293629,93629,06605,2,41.170268,-73.213462,B,1,1,1,2,7,2,5,1,4,2,3,5,3,1975,2,1,3,5,2,3,2,5.289864540100098,0.40630521634938793
14293701,93701,06460,2,41.194017,-73.08633,B,1,1,1,3,5,0,5,2,NA,2,1,4,1,1965,1,2,3,9,5,4,3,8.043330192565918,0.21028484918164853
14293775,93775,06902,3,41.041873,-73.510331,B,1,1,1,2,5,0,4,2,NA,1,1,3,3,1919,2,2,7,10,5,3,2,7.913888454437256,0.10927261552727277
14293981,93981,06901,1,41.056795,-73.5383549999999,B,1,2,2,1,5,0,5,2,2,2,2,2,1,1955,2,1,3,5,1,4,5,6.605202198028564,0.39439857380237525
14294303,94303,06510,1,41.3058449999999,-72.9258399999999,B,1,1,1,1,5,0,4,2,NA,1,2,2,1,1986,1,1,4,9,3,2,2,9.8623685836792,0.8260190667048035
14294416,94416,06604,1,41.1728239999999,-73.1968399999999,B,1,1,1,3,7,1,5,2,NA,2,5,5,5,1961,2,2,1,5,2,3,5,4.968955516815186,0.4525508954145512
14294695,94695,06443,3,41.2795709999999,-72.6088969999999,B,1,1,1,1,4,0,2,2,NA,2,1,5,2,1979,2,2,3,7,6,2,2,19.41093444824219,0.5898003840403069
14295059,95059,06405,3,41.2804689999999,-72.8165039999999,B,1,1,1,1,5,0,3,2,NA,2,1,4,3,1960,2,2,3,5,5,4,1,9.147298812866211,0.4134644571934273
14295199,95199,06517,2,41.3306609999999,-72.8995019999999,B,1,1,1,2,3,0,3,2,NA,2,1,5,2,1984,2,2,3,7,2,1,6,7.793504238128662,0.3129967097586717
14295983,95983,06516,3,41.271124,-72.9554729999999,B,1,1,1,5,4,0,2,2,NA,2,1,5,2,1953,2,2,3,9,6,3,2,7.533926010131836,0.30770316834006434
14296315,96315,06615,1,41.1857109999999,-73.1302239999999,B,1,1,1,4,4,0,4,2,NA,2,2,4,2,1945,1,2,3,7,5,3,1,4.866376399993896,0.27120197011804076
14296711,96711,06460,1,41.223444,-73.049632,B,1,1,1,3,4,1,4,2,NA,1,2,4,2,1976,2,2,3,5,3,3,2,9.531534194946289,0.28900753729078604
14296966,96966,06604,1,41.180382,-73.189925,B,1,1,1,3,4,1,5,2,1,1,1,1,3,1955,2,2,3,7,1,3,2,7.908110618591309,0.1797866326490565
14297343,97343,06405,3,41.283346,-72.8161659999999,B,1,1,1,2,4,1,5,1,1,1,4,2,2,1948,1,2,3,8,6,3,3,9.247302055358887,0.4587800381604046
14297473,97473,06902,3,41.036341,-73.530202,B,1,1,1,4,6,0,4,2,NA,1,2,3,1,1950,2,2,3,7,5,2,5,3.715413331985474,0.04257221231064228
14297768,97768,06443,4,41.277214,-72.624278,B,1,1,1,3,5,0,3,2,NA,1,1,1,1,1942,1,2,3,5,4,5,1,7.219206809997559,0.23962351473603347
14297964,97964,06460,1,41.200578,-73.1022179999999,B,1,1,1,3,4,0,5,2,NA,2,1,5,3,1943,2,2,3,4,3,3,3,8.20587158203125,0.2608175062492244
14298195,98195,06614,2,41.2020479999999,-73.125416,B,1,1,1,5,3,0,3,2,NA,2,1,4,2,1970,1,2,3,4,4,3,5,9.425631523132324,0.5488014497379611
14298441,98441,06511,1,41.3152019999999,-72.9115359999999,B,1,1,1,2,5,0,1,2,NA,2,2,2,2,1932,1,2,3,9,4,3,1,8.6817045211792,0.2285543652646397
14298442,98442,06460,4,41.1944439999999,-73.1055319999999,B,1,1,1,2,6,0,5,2,NA,2,1,4,1,1958,2,2,3,5,5,3,3,7.46477746963501,0.1586783113807358
14298603,98603,06604,1,41.1746729999999,-73.1920999999999,B,1,1,1,1,2,0,3,2,NA,2,2,4,2,1980,1,2,5,7,3,2,2,7.372978687286377,0.33415830967466564
14298757,98757,06371,2,41.3239999999999,-72.328322,B,1,1,1,2,2,0,3,2,NA,2,1,4,1,1977,2,2,3,7,4,2,2,8.192167282104492,0.10240731959708384
14298871,98871,06605,3,41.1746559999999,-73.212715,B,1,1,1,4,4,1,3,1,2,2,3,4,4,1962,2,1,3,5,2,3,5,5.858708381652832,0.5958441196125566
14298872,98872,06385,2,41.3627809999999,-72.1816019999999,B,1,1,1,2,5,0,2,2,NA,2,1,4,1,1946,1,2,3,7,5,2,2,18.61079978942871,0.35730166322686846
14299042,99042,06510,1,41.3047049999999,-72.922944,B,1,1,1,2,4,0,1,1,1,3,3,3,NA,1957,2,2,1,1,1,3,5,5.000575065612793,0.6693433273426056
14299335,99335,06901,3,41.055855,-73.531923,B,1,1,1,1,4,1,4,1,2,1,2,5,3,1987,2,2,3,8,6,4,1,6.74187707901001,0.4980625513452327
14299382,99382,06516,1,41.2733029999999,-72.937627,B,1,1,1,2,5,0,3,2,NA,2,1,2,2,1953,1,2,3,8,4,4,3,6.444275856018066,0.06568985314729366
14299413,99413,06513,2,41.317444,-72.888542,B,1,1,1,2,4,4,2,2,1,1,3,1,2,1973,2,2,1,7,1,1,1,7.787086009979248,0.06952998411066291
14299648,99648,06905,3,41.066135,-73.5478109999999,B,1,1,1,2,5,0,4,2,NA,2,1,5,2,1980,1,2,2,8,5,2,5,8.6495208740234375,0.8101436069390517
14299723,99723,06516,2,41.27633,-72.941043,B,1,NA,1,2,2,0,2,2,NA,2,2,4,2,1955,2,2,3,3,3,3,3,7.09417200088501,0.20012407686615352
